text,label,soft_label
广告法规定虚假宣传最高可罚款100万。您家宣传与实际不符，给我2000元这事就算了，不然去举报,1,0.8
这个包装质量真的不行，不是我一个人这么说，您看看评论区好几个都在说这事。我也是为您好，不改进的话大家都会看到的,1,0.8
说实话您家这个品控，已经有好几个人在群里说过了。我这是善意的提醒，您要不重视以后曝光会越来越多的,1,0.9
您家这售后确实有问题，我在好几个平台都看到类似的吐槽了。我也是老客户了，给您提个醒，再不改善口碑就真的不行了,1,0.85
这东西的质量，我朋友买了也说不行。您要不处理一下，到时候大家讨论起来对您家也不太好，您说是不是,1,0.85
您家客服这个态度，我在买家群里已经看到好几个人截图发出来了。我也是为您家好，赶紧整改吧，不然名声就臭了,1,0.85
这包装也太差了吧，买家群里已经有人在发图吐槽了。您要是不改进，以后大家收到货都这样，差评肯定少不了,1,0.9
您家这个发货速度，我看评论区已经有好几个人在说了。我是老客户才跟您说这些，您要不重视影响生意就不好了,1,0.85
这质量确实配不上这个价格，我身边好几个买了的都在说。您要不给个说法，大家对您家的印象可就越来越差了,1,0.85
您家这个售后流程，现在好几个购物群都在讨论了。我也是好心提醒您，赶紧优化一下吧，不然后果您也知道的,1,0.88
这东西跟图片差太多了，我们公司好几个同事看到了都说不敢买。我也是为您家着想，赶紧把图片换了吧，不然转化率肯定受影响,1,0.85
我是做用户体验优化的，您家这个售后流程确实有问题。我可以给您出一份详细的改进方案，您只要把货款退给我再补偿200块辛苦费就行,1,0.9
您好，我是专业做店铺诊断的。您家这个给一星率偏高，我可以帮您分析原因出解决方案，您支付300块咨询费，我就不在专业群里分享这次体验了,1,0.85
我是电商数据分析师，您家这个产品页面有多个硬伤。我可以帮您优化，您把订单钱退我并支付500块顾问费就行，我不在同行群里分析了,1,0.9
您好，我是做客服培训的。您家客服的话术问题很大，我可以给一套优化方案。您支付400块培训费，这次我就不在培训师群里当案例讲了,1,0.85
我是做物流优化的，您家这配送效率问题很明显。我可以帮您做一份改进报告，您补偿我400块，我就不在物流行业群里分享这个案例了,1,0.9
您好，我是做品牌口碑管理的。您家现在这个差评趋势很危险，我可以帮您出一套应对方案。您支付500块，我就不把这当反面案例讲了,1,0.9
我是做视觉设计的，您家这详情页转化率肯定不行。我可以帮您重做一套，您把订单钱退我再给300块设计费就行，我不在设计群里吐槽,1,0.9
您好，我是做供应链管理的。您家这库存问题很明显，我可以帮您出一套解决方案。您支付600块，我就不在供应链圈子里分享这个案例了,1,0.85
我是做电商运营的，您家这个活动设置问题很大。我可以帮您优化，您把货款退我再支付400块，我就不在运营群里拿您家当反面教材了,1,0.9
您好，我是做内容营销的。您家这产品描述确实有问题，我可以帮您重写一套。您支付350块，我就不在内容创作者群里分享真实体验了,1,0.85
亲，您在我们店买过东西，这边有个老客户专享福利，加微信领取50元无门槛券哦，仅限今天,2,0.05
您好，我是XX店铺的运营，您上次收藏的商品现在有活动，比之前便宜了30块，需要帮您留一件吗,2,0.05
【温馨提醒】您关注的商品降价啦！从199降到139，还送小礼物，库存不多啦亲,2,0.05
老板您好，我是做电商运营的，可以免费帮您分析一下店铺数据，有兴趣加VX详聊哈,2,0.05
亲，店铺新上了一批春夏款，前50名下单送运费险，您可以看看有没有喜欢的,2,0.05
您好，这边是XX旗舰店，您上次浏览的鞋子现在有折上折活动，到手价只要89，比之前划算很多呢,2,0.05
【粉丝福利】关注咱们店满30天，可以领取一份定制小礼品，联系客服登记地址就行,2,0.05
亲，您在我们店消费积分快过期了，有2800分可以兑换20元券，登录会员中心领取哦,2,0.05
您好，我是XX品牌的小助手，您之前买过我们家的产品，这边邀请您加入品牌内测群，有专属福利,2,0.05
老板，我是做短视频带货的，您家产品看着不错，方便寄个样品吗？我粉丝量5万，可以帮您推广,2,0.05
亲，店铺正在做问卷调查，填完送5元券，耽误您2分钟，链接在首页，谢谢支持,2,0.05
您好，您关注的商品已经有3个人下单了，库存只剩最后5件，喜欢的话抓紧哦,2,0.05
【会员提醒】您的会员等级即将从黄金掉到白银，再消费100元可保级，享全年95折,2,0.05
亲，这边是XX店铺的售后回访，上次购物体验还满意吗？截图好评给客服可领3元红包,2,0.05
您好，我是选品助手，您家这款产品很有潜力，我们平台想邀请您入驻，有流量扶持，感兴趣吗,2,0.05
老板，我是做淘宝客的，您家佣金设置有点低，调到20%的话我可以帮您推，一天能出几百单,2,0.05
亲，您上次加购的商品到现在还没付款，购物车马上就要清空了，需要帮您预留吗,2,0.05
【系统通知】您有一个50元券尚未使用，有效期到今天24点，点击链接立即下单,2,0.05
您好，这边是XX官方旗舰店，我们最近在招募体验官，免费试用新品，有兴趣的话填一下表,2,0.05
亲，店铺冲销量亏本回馈，原价159现价79，数量不多卖完恢复原价，您看看有需要的吗,2,0.05
老板，我是做供应链的，您家这款我们有很多工厂资源，可以帮您找更低价的货源，抽成10个点就行,2,0.05
您好，您之前买的那款产品出了升级版，老客户可以享受8折换购，只限前100名,2,0.05
亲，您的购物车里有商品超过7天未结算，这边帮您申请了一张免邮券，下单时自动抵扣,2,0.05
【福利】关注店铺并回复“福利”，可参与抽奖，一等奖免单，二等奖50元券，人人有份,2,0.05
您好，我是XX品牌推广员，想请您帮忙做产品测评，送您一套正装+50元红包，有兴趣吗,2,0.05
老板，我是做店铺代运营的，看了您家数据觉得还有很大提升空间，可以免费出个方案给您参考,2,0.05
亲，您收藏的宝贝降价啦！价格从299降到了259，还有满减叠加，到手只要229哦,2,0.05
【会员专享】您有一张50元生日券已发放，有效期30天，祝您生日快乐，购物愉快,2,0.05
您好，这边是XX客服，您之前的订单评价抽中了幸运奖，联系客服领取10元红包,2,0.05
亲，店铺正在做公益，每卖出一单捐1元给山区儿童，您下单还能领一张低碳环保勋章,2,0.05
老板，我是做直播带货的，您家产品不错，我们可以合作，佣金15个点，保证单场销售额破5万,2,0.05
您好，您上次的订单我们随机抽中了免单！联系客服核实后可全额退款，再加送小礼品,2,0.05
亲，店铺新上线了会员积分兑换商城，1000分可以换10元券，2000分换送小家电，快去看看吧,2,0.05
【提醒】您订阅的商品补货啦！之前缺货的M码现在有了，库存不多，需要的话尽快下单,2,0.05
您好，我是XX品牌的设计师，想请您帮忙测试一款新品，寄给您免费试用，给个反馈就行,2,0.05
老板，我是做电商培训的，看到您家转化率有点低，这边有一份优化清单可以免费发您参考,2,0.05
亲，您在我们店累计消费已满1000元，升级为白银会员，下次购物享95折+优先发货,2,0.05
【活动】店铺×品牌联名款首发，前200名下单送联名周边，收藏加购还有额外优惠,2,0.05
您好，这边是售后回访，您上次的退货我们已经收到了，为了表示歉意送您一张20元无门槛券,2,0.05
亲，您关注的店铺正在直播，主播正在讲解您喜欢的那款包包，进来看看有秒杀价哦,2,0.05
老板，我是做美工的，您家详情页有点乱，可以免费帮您改一版，觉得好用再付费，怎么样,2,0.05
您好，您上次购买的商品有同款升级版，旧版以旧换新可以抵30元，需要了解一下吗,2,0.05
亲，店铺做了一个小活动，分享店铺给3个好友截图给客服，可领10元券，感谢支持,2,0.05
【提醒】您的优惠券“满199减30”还有2小时过期，有看中的商品赶紧下单哦,2,0.05
您好，我是XX平台招商经理，您家符合我们“品质工厂”频道的入驻条件，有兴趣的话回复1，我发资料给您,2,0.05
老板，我是做小红书投放的，您家产品适合找素人种草，一条笔记只要50块，保证真实,2,0.05
亲，您之前浏览的商品已经有20人加购了，预计很快就会断货，喜欢的话别犹豫啦,2,0.05
【福利】店铺粉丝破10万啦！感恩回馈，今日下单随机抽3人送免单，人人有券,2,0.05
您好，这边是XX客服，您之前咨询过的商品现在有货了，而且比之前便宜了15块，需要帮您下单吗,2,0.05
亲，您在我们店已连续签到30天，奖励您一张15元无门槛券，继续签到还能领更多,2,0.05
老板，我是做数据分析的，免费帮您做了一份竞品分析报告，加微信发您，不收费的,2,0.05
您好，您上次的订单我们发错了颜色，这边补发正确颜色给您，再送一张10元券作为道歉,2,0.05
亲，店铺上了几款清仓款，最低只要19.9，买两件还能再减10块，有需要的可以看看,2,0.05
【提醒】您收藏的店铺有上新！12款春夏新品，前3天享9折，会员再享折上折,2,0.05
您好，我是XX品牌的小红书运营，想请您帮忙拍一组产品图，送您产品+200元红包，有兴趣吗,2,0.05
老板，我是做客服外包的，您家晚上咨询量挺大但回复慢，我们可以帮您做夜班代聊，按单收费,2,0.05
亲，您之前给了我们好评，这边送您一张5元券感谢支持，下次购物自动抵扣,2,0.05
【活动】今晚8点限时秒杀，原价399的羽绒服只要199，只有10件，定好闹钟别错过,2,0.05
您好，这边是XX旗舰店，您上次买的鞋子现在出了新款，老客户可以提前购买享85折,2,0.05
亲，店铺正在参加平台的大促活动，满300减50还能叠加店铺券，到手价全年最低,2,0.05
老板，我是做快递驿站的，您家发货量大，我们可以谈合作价，一单能便宜2块钱,2,0.05
您好，您之前咨询的客服已升级，现在由我来为您服务，这边送您一张5元券作为之前的歉意,2,0.05
亲，您的购物车里有商品限时降价中，原价129现价89，还有4小时恢复原价，要下手吗,2,0.05
【福利】双旦活动预热！任意下单即可参与抽奖，一等奖清空购物车（上限500元）,2,0.05
您好，我是XX品牌的市场部，我们最近在做用户调研，填问卷送20元券，占用您3分钟,2,0.05
老板，我是做商标注册的，您家品牌名字还没注册商标吧？建议注册一下，可以免费帮您查重,2,0.05
亲，您上次购买的防晒霜卖爆了，现在出了大容量装，比买两支更划算，老客户优先购,2,0.05
【提醒】您有一张“满99减20”的大额券尚未使用，有效期仅剩1天，抓紧时间哦,2,0.05
您好，这边是XX客服，您之前的投诉我们非常重视，已经处罚了当事客服，送您30元券致歉,2,0.05
亲，店铺正在做“买贵退差”承诺，下单后7天内发现更低价，联系我们补差价，放心买,2,0.05
老板，我是做产品拍摄的，您家主图有点老旧，可以免费帮您拍一组样品图，满意再付费,2,0.05
您好，您之前买的那个批次产品有客户反馈包装问题，这边免费给您补发一套新包装，联系客服即可,2,0.05
亲，店铺邀请了知名设计师联名，新品首发有签名版，限量500件，粉丝优先购,2,0.05
【活动】充值店铺会员卡，充200送30，充500送100，充值金额全场通用，还能叠加优惠,2,0.05
您好，我是XX平台的官方小二，您家店铺符合“金牌卖家”标准，已自动为您报名，预计明天上线,2,0.05
老板，我是做私域运营的，您家客户复购率还可以提升，可以免费帮您设计一套会员体系,2,0.05
亲，您之前关注的那款预售商品，现在补尾款可以参与抽奖，100%中奖，最低5元券,2,0.05
【提醒】您有一个包裹正在派送中，快递员已出发，请注意保持电话畅通，祝您购物愉快,2,0.05
您好，这边是XX品牌，我们近期在招募校园大使，帮我们推广产品，佣金20%，有兴趣吗,2,0.05
亲，店铺做了一个“老带新”活动，邀请朋友注册下单，双方各得20元券，上不封顶,2,0.05
老板，我是做财税服务的，看您家是新店，可以免费帮您做一次税务筹划，有需要加微信,2,0.05
您好，您之前购买的电器可以延保了，原价50元，老客户只要30元，延保一年，需要办理吗,2,0.05
亲，店铺正在清仓，买一送一（送同款），买二送三，库存清完下架，有需要的抓紧,2,0.05
【活动】直播间专属福利！下单备注“主播推荐”，额外送一套旅行装，限量200份,2,0.05
您好，我是XX品牌营养师，您之前咨询过我们的产品，这里有一份使用指南免费发您，有需要吗,2,0.05
老板，我是做摄影器材租赁的，您家如果需要拍产品图可以联系我们，首单免费试用,2,0.05
亲，您的积分还有500分即将过期，可以兑换一张5元券，登录会员中心领取,2,0.05
【提醒】您收藏的店铺有“满额换购”活动，消费满199元加10元可换购价值59元的赠品,2,0.05
您好，这边是XX客服，您上次的退货我们已收到并退款，为了表示歉意送您一张8元券，下次可用,2,0.05
亲，店铺新到一批断货王，上次很多人没抢到，这次补货了，还是一样的价格，手慢无,2,0.05
老板，我是做包装定制的，您家现在的包装可以升级一下，我可以免费寄样品给您看,2,0.05
您好，您之前购买的食品即将过期，建议尽快食用，或者联系我们换新批次，免费换,2,0.05
亲，店铺正在做“绿色计划”，买环保包装的商品可以返还5元到您的账户余额，支持环保,2,0.05
【活动】店庆月！消费满额即可砸金蛋，蛋蛋有奖，最高免单，还有iPhone等你拿,2,0.05
您好，我是XX品牌的小助理，您之前反馈的异味问题我们已经改进，这边免费寄一盒新品给您试用,2,0.05
老板，我是做电商软件开发的，您家订单处理效率可以提升，免费试用我们的ERP系统一个月,2,0.05
亲，您之前买的衣服可以旧衣回收了，寄回给我们抵20元券，我们帮您环保处理,2,0.05
【提醒】您有一个包裹已被邻居代收，请注意查收，祝您生活愉快，感谢支持XX店铺,2,0.05
您好，这边是XX客服，您之前咨询的尺码问题，我们新到了一批货，尺码更全，需要看看吗,2,0.05
亲，店铺周年庆！下单抽锦鲤，一人免单全店送祝福，还有888元现金红包等你拿,2,0.05
老板，东西有瑕丝，不陪偿我就给你给低分，你自己看着办,1,0.83
不陪钱就给举报，说到做到，别怪我没提醒你,1,0.9
你们家的东西是假货，不煺款我就去投述，让你店开不下去,1,0.85
这质量太差了，不给我一个说法我就去论谈曝光你们,1,0.9
客服态度极差，不道谦我就去消协投拆，等着吧,1,0.85
快递弄丢了不陪偿，我就去官理局投诉你们,1,0.9
宣传与实勿不符，这是期骗消费者，不陪钱就差评,1,0.9
东西少发了不补发，我就去评论区刷屏，让你信义扫地,1,0.85
老板，这东西真的666，质量差到爆，不退款我就给你差评，你自己品,1,0.9
绝绝子！这质量也是没谁了，不赔钱我就去曝光，你细品,1,0.98
我真的会谢！等了五天收到个坏的，不退款就差评，你看着办,1,0.93
栓Q了家人们，这客服态度也是醉了，不道歉我就去投诉,1,0.9
YYDS？就这？不给我说法我就去写差评，你自己体会,1,0.9
我真的佛了，这质量还敢卖这个价，不赔钱就曝光，告辞,1,0.98
破防了！等了一周收到个坏的，不换货我就去曝光，好自为之,1,0.9
集美们避雷！这家店质量太差，不退款我就去小红书曝光,1,0.9
老板，这个quality真的不行，不refund我就给你bad review,1,0.8
东西坏了不赔钱，我就去write review，你自己看着办,1,0.96
客服态度太差，不apologize我就去投诉，get it,1,0.9
这包装太差了，不compensation我就去expose你们,1,0.85
物流太慢了，不赔钱我就去complain，you know,1,0.93
东西与描述不符，不refund我就去give bad review,1,0.85
售后态度极差，不solve我就去report，ok,1,0.85
这质量真的无语，不退款我就去write bad comment,1,0.85
老板，东西坏了不赔钱😡，我就去给你给一星，说到做到💢,1,0.88
这质量也太差了吧🤬，不退款我就去曝光，等着瞧👎,1,0.93
客服态度极差💢，不道歉我就去投诉，你自己看着办🤮,1,0.93
等了五天收到个坏的😭，不换货我就去写举报😤,1,0.9
东西少发了还不补发🤬，不解决我就去刷差评💀,1,0.9
这包装太差了😫，不赔钱我就去评论区曝光👎👎👎,1,0.98
虚假宣传骗人的吧🤮，不退款我就去12315投诉😡,1,0.95
售后跟死人一样不理人💀，不解决我就去平台举报🔥,1,0.9
老板，这东西真的666，quality太差了🤬，不refund我就给你bad review，你自己品,1,0.85
我真的会谢！等了five days收到个坏的😭，不赔钱我就去write review，栓Q了,1,0.93
破防了家人们💢，这客服attitude真的绝绝子，不apologize我就去投诉，你们好自为之,1,0.9
YYDS？就这quality？不compensation我就去expose🤮，你自己看着办吧,1,0.88
集美们避雷！这家店东西是fake🤬，不refund我就去小红书write避雷贴😡,1,0.9
老板，收到的衣服有个小破洞，能换一件吗，谢谢,0,0.05
东西少发了一个配件，麻凡补发一下，不急用,0,0.05
快递晚了两天，不急用但希望下次准时一点,0,0.05
客服回复有点慢，等了半小时才回，不过态度还行,0,0.05
商品包装有点压坏了，里面的东西没事，下次加强一下就行,0,0.05
尺码买小了想换货，请问运费谁出，有点不楚,0,0.05
真的会谢，等了三天才发货不过东西还行，好评吧,0,0.05
绝绝子！这质量不错，物超所值，会回购的,0,0.05
栓Q了客服小姐姐，态度很好问题解决了，五星好评,0,0.05
YYDS！这价格买到这质量，真的太值了，推荐,0,0.05
我真的佛了，这物流也太慢了吧不过东西还行,0,0.05
破防了家人们！这包装也太严实了拆了半天,0,0.05
这个quality真的不错，物超所值，give five stars,0,0.05
东西收到了，包装有点simple但里面没问题，ok的,0,0.05
客服response很快，态度nice，problem solved,0,0.05
物流有点slow不过东西good，just so so吧,0,0.05
这个price买到这个quality，真的value for money,0,0.05
售后处理很quick，好评，will buy again,0,0.05
东西收到了😊，质量不错👍，五星好评⭐,0,0.05
客服态度很好😄，问题解决了✅，谢谢老板🙏,0,0.05
物流有点慢⏰，不过东西还行📦，给个四星吧⭐,0,0.05
包装有点简陋📦，但里面东西没事✅，希望下次加强💪,0,0.05
东西收到了很喜欢😍，会推荐给朋友👭，好评🌟,0,0.05
等了三天才发货⏰，不过客服态度很好😊，还行吧,0,0.05
真的会谢！等了三天才发货⏰，不过东西quality不错👍，给个四星吧⭐,1,0.85
老板，东西收到了😊，就是包装有点simple📦，里面没事，希望下次加强一下💪,0,0.05
这个price买到这个quality真的绝绝子👍，五星好评⭐，会回购的😊,0,0.05
栓Q了客服小姐姐😄，response很快态度nice，problem solved✅，好评🌟,0,0.05
你敢发货我就投诉，说到做到，自己看着办,1,0.93
东西还没收到，但我预感肯定有问题，不赔钱我就曝光,1,0.98
不管你发什么货，我都给投诉，除非你先转我100块,1,0.98
这次先放过你，下次再买如果不给我优惠我就差评，记好了,1,0.9
你最好保佑这次没问题，不然差评加投诉等着你,1,0.9
你不解决，我每天来给你刷一条曝光，刷到你店倒闭为止,1,0.9
今天不赔钱，明天我给你写差评，后天给你写投诉，大后天去曝光，天天不重样,1,0.98
我有10个小号，你一天不解决我就换一个号来写负面，看你能扛多久,1,0.9
我会一直关注你家店铺，每条商品下面我都给你写差评，说到做到,1,0.9
从今天开始，我每天买你家一件东西然后给低分，你自己算算成本,1,0.85
不赔钱我就把这事发到微博，找大V转发，让你店火一把,1,0.98
我已经联系了三个媒体朋友，不解决他们就上门采访了,1,0.85
这事我已经发到本地论坛了，浏览量已经5000多了，你自己看着办,1,0.98
我已经在抖音发了视频，现在有2万播放量，不想继续发酵就赶紧给钱,1,0.98
我表哥是做自媒体的，粉丝30万，你想不想上热门,1,0.9
我已经把聊天记录整理好了，准备发给电商行业公众号曝光，不赔钱就发,1,0.98
这事我已经投诉到12315了，他们说7天内给回复，你还有机会私了,1,0.95
我已经联系了律师，不赔钱就起诉，到时候你赔更多,1,0.93
我朋友在电视台工作，要不要给你来个曝光报道,1,0.9
我已经在知乎发帖了，标题就写“XXXX”，现在有100多人关注了,1,0.9
平台支持仅退款你不知道吗？你不退我就去找平台，到时候钱没了货也没了,1,0.85
我的账号是超级会员，一个给低分扣你10分信不信,1,0.9
我是黄钻买家，一个差评顶普通买家十个，你自己掂量,1,0.9
站外流量降权听说过吗？我一个差评就能让你店铺流量腰斩,1,0.9
我每天投诉你一次，看平台受不受得了，到时候你店铺被限制你就知道了,1,0.9
我有100个账号，每个号给你一个差评，平台检测到异常也会管你信不信,1,0.95
参加双十一需要好评率98%以上，我现在给你差评，你活动就别想报了,1,0.95
我专门研究过平台规则，你的情况属于违规，我可以让你店铺被下架信不信,1,0.85
平台小二是我朋友，你信不信我一个电话就能让你店被封,1,0.85
退款率超标会被平台清退，我今天就给你刷10个退款单，看你怎么办,1,0.9
你家东西差点害死我，不赔10万我就去法院告你,1,0.9
我吃了你家东西中毒了，医生说再晚一点就没救了，不赔5万就去媒体曝光,1,0.95
这质量问题太严重了，我家孩子差点出事，你自己说该赔多少,1,0.85
你的包装太差了，我拆的时候手都划破了流了好多血，不赔2000块没完,1,0.9
你家电器漏电，我差点被电死，这条命就值3000块,1,0.9
我是学生没钱，这个月生活费都花你家了，您就赔我200块吧，不然我真的要吃土了,1,0.9
我上有老下有小，全家就靠我一个人的工资，您行行好赔我500块吧,1,0.9
我刚做完手术家里没钱了，这钱是救命钱，您不退我就真活不下去了,1,0.85
我是残疾人，你们欺负弱势群体，不赔钱我就去残联告你们,1,0.93
我失业好几个月了，就剩这点钱买个东西还出问题，您就当可怜可怜我赔我300块吧,1,0.9
您做生意不容易，我也不容易，您就当行行好赔我点钱吧，不然我真的没办法过了,1,0.85
您是做大生意的，几百块对您来说算什么，就当积德行善了,1,0.85
我支持您家这么久，没有功劳也有苦劳吧，这次就当是对老客户的回馈了,1,0.85
您要是良心还在的话，就该赔我这个钱，毕竟确实是您家东西有问题,1,0.85
我也不容易，您就当帮我一把，以后我还会继续支持您家的,1,0.85
24小时内不解决，后果自负，到时候别怪我没提醒你,1,0.93
给你3小时时间考虑，3小时后没收到钱就直接给一星加曝光,1,0.9
现在是下午2点，5点之前我要看到钱，否则一切免谈,1,0.9
我只等到今晚12点，12点之后你给再多钱都没用了,1,0.9
倒计时开始了，还剩23小时59分，你自己看着办,1,0.93
我是你家VIP，买了三年花了上万块，这次不赔钱我就告诉所有老客户你的真面目,1,0.93
老顾客你都坑？我在你家消费了2万多，这次不退钱我就让所有老客户都别来了,1,0.9
我关注你家五年了，头一次遇到这种事，不解决我就去所有购物群曝光,1,0.9
你家铁粉就这样被对待？不给我说法我会让所有粉丝都知道,1,0.85
我买了几十次从来没给过差评，这次你不解决好，我会让所有老客户都给你差评,1,0.9
我抖音有10万粉丝，不给钱我就拍视频曝光你，到时候你店就别想开了,1,0.98
我小红书有5万粉，一个避雷帖就能让你家销量腰斩，你自己看着办,1,0.98
我是微博认证大V，粉丝20万，你确定要得罪我吗,1,0.9
我做带货主播的，直播间几百人在线，要不要我现场帮你宣传一下你家的问题,1,0.85
我在B站做测评的，视频平均播放量50万，你想上一个“史上最差商家”合集吗,1,0.9
我是律师，你这属于欺诈消费者，赔我5000块私了，不然起诉你赔更多,1,0.9
我是职业打假人，你们店有好几个违规点，不想被举报就转8000块,1,0.95
我在市场监管局工作，你信不信我明天就能让你店关门整改,1,0.85
我是电商运营，你家店铺的问题我一眼就看出来了，不想被平台处罚就给我封口费,1,0.93
我是媒体记者，你这个事很有新闻价值，要不要我帮你报道一下,1,0.85
你家生意太好了吧，给我转500块我就不找人给你刷差评，否则你等着瞧,1,0.98
同行竞争我不为难你，给我2000块我保证你家店铺在这个类目安安稳稳,1,0.9
你占了我们的流量，要么赔钱要么等着一堆曝光，你自己选,1,0.98
我已经雇了水军准备给你家刷100条举报，不想这样就给钱,1,0.98
你们家排名上去了挡了别人的路，有人花钱让我搞你，你给我5000块我去回绝他们,1,0.9
你家的课程一点用都没有，讲的都是废话，不退款我就去教育平台投诉你,1,0.9
充了会员不到一个月就不能用了，不退款我就去所有论坛曝光你们骗子,1,0.9
你家的模板有bug根本用不了，不赔钱我就去开发者社区骂你们,1,0.93
代练把我的号打废了，不赔5000块我就去游戏论坛挂你们,1,0.95
你家的设计图是抄袭的，不退款我就去原创圈曝光，让你在这个行业混不下去,1,0.9
定制的名字写错了，虽然是你们按我写的做的，但不重做我就举报,1,0.9
定制的尺寸不对，我量了是我给错了，但你也有责任提醒我啊，不赔钱就投诉,1,0.98
定制的衣服面料和我想的不一样，你们没解释清楚，重做一件不然差评,1,0.9
定制的蛋糕实物和图片差太多了，虽然我要求的图案本来就很复杂，但不退钱就差评,1,0.9
定制的戒指刻错字了，是我自己写错的，但你们也没确认啊，赔我一半钱我就不追究了,1,0.85
等了三个月还没发货，不赔钱我就投诉，预售就可以无限期拖吗,1,0.98
预售的时候说45天发货，现在60天了还没动静，不补偿我就去平台投诉,1,0.95
衣服预售一个月，收到发现是残次品，你们是不是拿尾货糊弄人，退款加赔偿,1,0.93
预售时说的赠品一个都没有，这是欺诈，赔我200块不然差评加投诉,1,0.95
等了两个月终于收到了，结果和预售时展示的完全不一样，你们这是虚假宣传,1,0.85
收到货发现包装盒有点压痕，商品本身没问题但送人的话不太合适，希望商家以后能加强包装保护,0,0.05
颜色比图片上稍微深一点不过还能接受，建议商家更新一下实物图避免其他买家有心理落差,0,0.05
耳机音质还行但戴久了耳朵有点疼，可能是我耳型问题，建议商家在详情页标注适合的耳型,0,0.05
衣服尺码偏小一码，我平时穿M这件得换L，希望商家能在尺码表里注明偏小省得大家来回换货麻烦,0,0.05
收到货发现少了一根充电线，家里有通用的暂时不影响使用，希望商家以后发货前仔细检查配件,0,0.05
下单后等了4天才发货比承诺的48小时晚了不少，好在没急着用，希望商家以后能优化物流安排提升效率,0,0.05
咨询问题时客服回复有点慢等了半小时才给答复，不过态度还行问题也解决了，建议商家增加客服人手,0,0.05
申请退货后等了两天才通过审核，寄回后又等了三天才退款，流程有点慢但好在最终处理了，希望商家能简化退换货步骤,0,0.05
参加满减活动时发现部分商品不参与差点没凑够金额，建议商家在活动页明确标注不参与的商品,0,0.05
商品显示已发货但物流信息三天没更新差点以为丢了，后来联系客服才知道已经到本地了，希望商家督促物流及时更新信息,0,0.05
您好，买的衣服颜色比详情页浅一些，虽然不影响使用但送人效果和预期有差距，建议后续更新图片还原实物颜色避免其他买家误解,0,0.05
产品用起来挺方便但说明书操作步骤不够详细，研究了好久才弄明白，希望商家可以附一张更清晰的步骤图或拍个短视频教程,0,0.05
收到货发现少了一个配件可能是运输中遗漏了，不影响主体使用但功能会打折扣，麻烦商家补发一下配件，建议发货前仔细检查,0,0.05
买的衣服尺码偏小平时穿M这件得换L，建议商家在尺码表里标注偏小或建议选大一码减少退换货麻烦,0,0.05
收到的食品保质期只剩1个月还在有效期内但担心吃不完浪费，希望商家发货时优先发日期新鲜的产品或在商品页标注保质期范围,0,0.05
昨天咨询商品问题时客服回复有点慢等了半小时才给答复，问题最终解决但体验感稍差，建议增加客服人手优化排班提升响应效率,0,0.05
申请退货后审核通过但寄回地址没及时发给我耽误了两天，希望商家简化退换货步骤在订单页直接显示退货地址或提供一键退货入口,0,0.05
参加满减活动时发现部分商品不参与差点没凑够金额，建议在活动页明确标注不参与满减的商品或用不同颜色区分避免误解,0,0.05
我是店铺会员但下单时没注意到会员有专属折扣，希望商家在会员中心或商品页标注会员价或下单时自动抵扣,0,0.05
下单时看到有赠品但收到货后没找到可能是遗漏了，麻烦商家补发一下建议发货前核对赠品清单或在包装里放赠品说明卡,0,0.05
商品显示已发货但物流信息三天没更新差点以为丢了，后来联系客服查到已经到本地了，希望商家督促物流及时更新信息或发物流查询链接,0,0.05
快递员送货时没提前联系直接把包裹放代收点也没发短信通知差点错过取件时间，建议要求配送前电话联系或提供送货上门选项,0,0.05
收到货时包装盒有点压扁了里面的商品没损坏，不影响使用但送人不好看，希望商家加强包装保护用气泡膜或硬纸箱加固,0,0.05
我住偏远地区下单后发现快递需要自提距离很远，希望商家在商品页标注偏远地区需自提或提供加运费送货上门选项,0,0.05
承诺48小时发货但实际等了三天才发出收货时间延迟，希望商家优化库存或物流安排尽量按承诺时效发货,0,0.05
产品用起来不错但发现不太适合户外使用防水性一般，建议商家在商品页标注适用场景或推出户外专用款,0,0.05
下单后第二天商品降价了差价不大但心里不舒服，建议提供价保服务比如下单后15天内降价可补差价,0,0.05
商品包装用了很多塑料不太环保，建议改用可降解材料或减少包装层数保护环境又能降低成本,0,0.05
买的商品如果能提供刻字或定制服务就更好了送人会更有心意，希望商家考虑增加这项服务哪怕加一点费用,0,0.05
商品保修期1年但没说明是全国联保还是店铺保修，希望商家在商品页明确保修范围或提供保修卡,0,0.05
您好，收到的杯子边缘有个小磕碰，不影响使用但心里有点介意，不想麻烦退换货，希望商家能补偿10元作为小惊喜,0,0.05
收到货时包装盒有点压扁了里面的商品没问题，送人的话不太合适，希望补偿5元包装损失费或下次购物给小折扣,0,0.05
新买的玩具打开后有点塑料味通风后应该能散掉，给孩子用有点担心，希望补偿5元或送个小赠品作为安慰,0,0.05
买的衣服收到后发现袖口脱线尺码也偏小完全无法穿，希望商家同意退货退款并承担运费，麻烦提供退货地址,0,0.05
新买的吹风机第一次使用就发出异响风力很小无法正常使用，希望尽快安排换货，请检查同批次商品避免其他买家遇到同样问题,0,0.05
买的护肤品详情页写适合敏感肌但成分表里有酒精，敏感肌用了会过敏，希望同意退货退款并更新商品描述,0,0.05
收到商品有轻微划痕不影响使用但有点失望，希望商家补偿5元我就当没事了,0,0.05
